Model Name,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Parameters
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",70,0.3352,89.06%,0.6725,81.17%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",71,0.3253,89.39%,0.6507,79.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",72,0.3228,89.44%,0.6667,79.36%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",73,0.3215,89.36%,0.6862,79.81%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",74,0.3205,89.46%,0.6536,80.55%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",75,0.3175,89.64%,0.6904,79.45%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",76,0.3201,89.53%,0.6826,80.31%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",77,0.3088,89.93%,0.6661,80.64%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",78,0.3118,89.80%,0.6648,80.56%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",79,0.3027,90.09%,0.7037,79.87%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",80,0.3015,90.20%,0.7542,79.22%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",81,0.3004,90.12%,0.6835,79.50%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",82,0.2962,90.42%,0.7000,81.42%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",83,0.2903,90.46%,0.6802,80.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",84,0.2948,90.40%,0.6803,80.83%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",85,0.2871,90.74%,0.6970,79.82%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",86,0.2900,90.51%,0.6748,80.54%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",87,0.2892,90.49%,0.7564,80.18%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",88,0.2821,90.76%,0.6741,80.61%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",89,0.2855,90.72%,0.6926,80.57%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",90,0.2794,90.99%,0.6865,80.50%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",91,0.2741,91.13%,0.6910,81.06%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",92,0.2751,91.05%,0.6694,80.59%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",93,0.2764,90.87%,0.6794,81.28%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",94,0.2727,91.10%,0.6994,79.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",95,0.2728,91.30%,0.6738,80.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",96,0.2691,91.32%,0.6887,81.12%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",97,0.2675,91.33%,0.7212,80.31%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",98,0.2649,91.34%,0.7001,81.20%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",99,0.2606,91.61%,0.7382,79.15%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",100,0.2632,91.53%,0.6908,80.56%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",101,0.2576,91.61%,0.7034,80.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",102,0.2610,91.55%,0.7208,79.39%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",103,0.2586,91.59%,0.7036,80.72%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",104,0.2581,91.69%,0.7413,81.20%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",105,0.2538,91.72%,0.7392,81.15%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",106,0.2530,91.77%,0.7180,80.67%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",107,0.2496,91.81%,0.7202,81.24%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",108,0.2452,92.00%,0.7253,81.31%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",109,0.2396,92.21%,0.7104,81.57%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",110,0.2441,92.03%,0.7115,81.50%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",111,0.2454,91.99%,0.7090,81.44%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",112,0.2431,92.06%,0.7109,80.94%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",113,0.2426,92.12%,0.7373,81.66%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",114,0.2419,92.01%,0.7748,81.24%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",115,0.2423,92.14%,0.7414,80.29%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",116,0.2390,92.16%,0.7452,81.89%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",117,0.2393,92.28%,0.7274,80.58%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",118,0.2353,92.43%,0.7789,79.95%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",119,0.2375,92.24%,0.7455,81.25%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",120,0.2297,92.51%,0.7747,81.88%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",121,0.2315,92.36%,0.7516,80.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",122,0.2344,92.33%,0.7601,81.10%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",123,0.2326,92.34%,0.7501,80.92%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",124,0.2366,92.12%,0.7513,81.21%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",125,0.2324,92.53%,0.7404,81.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",126,0.2346,92.32%,0.7890,80.61%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",127,0.2362,92.38%,0.8004,80.43%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",128,0.2352,92.27%,0.7534,81.04%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",129,0.2319,92.32%,0.7719,81.22%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",130,0.2371,92.15%,0.7821,81.22%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",131,0.2338,92.10%,0.8134,80.37%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",132,0.2428,91.87%,0.8062,79.60%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",133,0.3250,89.52%,0.8668,78.59%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",134,0.2881,90.15%,0.7797,80.51%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",135,0.2547,91.16%,0.8033,80.88%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",136,0.2456,91.59%,0.7918,81.46%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",137,0.2453,91.72%,0.7775,81.29%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",138,0.2365,91.94%,0.7953,80.88%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",139,0.2328,92.18%,0.8043,80.84%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",140,0.2340,92.23%,0.8015,81.32%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",141,0.2296,92.43%,0.7859,81.46%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",142,0.2314,92.21%,0.8010,80.91%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",143,0.2348,92.08%,0.7746,80.63%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",144,0.2330,91.91%,0.7931,80.87%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",145,0.2290,92.18%,0.7935,81.14%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",146,0.2310,92.26%,0.7846,80.99%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",147,0.2295,92.32%,0.8114,80.67%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",148,0.2268,92.36%,0.8181,81.44%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",149,0.2246,92.52%,0.8192,81.11%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",150,0.2240,92.54%,0.8263,80.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",151,0.2260,92.54%,0.8138,81.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",152,0.2221,92.66%,0.8085,81.38%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",153,0.2225,92.74%,0.8327,81.52%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",154,0.2232,92.65%,0.8182,81.45%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",155,0.2234,92.81%,0.8274,81.11%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",156,0.2188,92.74%,0.8353,81.25%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",157,0.2178,92.92%,0.8308,81.54%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",158,0.2206,92.82%,0.8360,81.38%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",159,0.2169,92.90%,0.8150,81.66%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",160,0.2171,92.88%,0.8528,81.55%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",161,0.2183,92.86%,0.8253,81.41%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",162,0.2155,92.88%,0.8447,80.91%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",163,0.2145,93.07%,0.8480,81.11%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",164,0.2121,93.03%,0.8477,81.26%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",165,0.2138,92.95%,0.8564,80.85%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",166,0.2127,93.08%,0.8257,82.08%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",167,0.2080,93.21%,0.8485,81.12%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",168,0.2152,92.99%,0.8438,81.59%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",169,0.2112,93.04%,0.8544,81.48%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",170,0.2107,93.01%,0.8596,81.49%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",171,0.2156,92.92%,0.8407,81.23%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",172,0.2133,92.96%,0.8742,81.17%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",173,0.2141,93.09%,0.8473,81.25%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",174,0.2138,93.15%,0.8319,80.99%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",175,0.2094,93.12%,0.8533,81.43%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",176,0.2060,93.25%,0.8285,81.43%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",177,0.2097,93.18%,0.8383,81.36%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",178,0.2088,93.18%,0.8395,81.16%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",179,0.2125,93.13%,0.8510,81.70%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",180,0.2108,93.09%,0.8521,80.90%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",181,0.2106,93.17%,0.8501,81.14%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",182,0.2124,93.01%,0.8553,81.42%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",183,0.2152,93.10%,0.8608,81.48%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",184,0.2112,93.15%,0.8575,81.63%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",185,0.2113,93.16%,0.8499,80.74%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",186,0.2117,93.21%,0.8467,81.53%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",187,0.2062,93.27%,0.8515,81.24%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",188,0.2088,93.19%,0.8499,81.46%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",189,0.2096,93.28%,0.8468,81.49%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",190,0.2079,93.30%,0.8368,81.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",191,0.2059,93.23%,0.8525,81.33%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",192,0.2092,93.23%,0.8515,80.93%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",193,0.2094,93.03%,0.8622,81.12%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",194,0.2080,93.24%,0.8564,81.23%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",195,0.2053,93.42%,0.8541,81.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",196,0.2125,93.11%,0.8560,81.37%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",197,0.2092,93.24%,0.8460,81.53%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",198,0.2076,93.26%,0.8611,81.46%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",199,0.2100,93.18%,0.8847,80.98%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",200,0.2095,93.31%,0.8415,81.45%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
